manufacturer,type,cc,engine,start,end,brand,name,oid,sid,comment
大众 (一汽大众),高尔夫,1.9 TDI,AGR,2001/5/1,-,Ruville,附件张紧器,038145299A,55480,附件系
大众 (一汽大众),高尔夫,2.0,APK,2003/8/1,2005/12/1,Ruville,附件张紧器,038145299A,55480,附件系
奥迪 (一汽奥迪),A4 (B6),2.4,BDV,2004/1/1,2005/7/1,Ruville,张紧轮,078109243R,55490,正时系
奥迪 (一汽奥迪),A6L (C5),2.4,APS,1999/9/1,2005/12/1,Ruville,张紧轮,078109243R,55490,正时系
奥迪 (一汽奥迪),A6L (C5),2.4,BDV,2002/6/1,2005/12/1,Ruville,张紧轮,078109243R,55490,正时系
奥迪 (一汽奥迪),A6L (C5),2.8,BBG,2000/9/1,2005/7/1,Ruville,张紧轮,078109243R,55490,正时系
奥迪 (一汽奥迪),A6 (C5),2.8,ATX,1999/9/1,2005/12/1,Ruville,张紧轮,078109243R,55490,正时系
大众 (上海大众),帕萨特领驭 (B5),2.8,BBG,2005/11/1,-,Ruville,张紧轮,078109243S,55490,正时系
大众 (一汽大众),捷达,1.9 TDI,ALH,1998/8/1,2000/4/1,Ruville,张紧轮,038109243N,55491,正时系
奥迪 (一汽奥迪),A4 (B6),2.4,BDV,2004/1/1,2005/7/1,Ruville,张紧器,078109479E,55492,正时系
奥迪 (一汽奥迪),A6L (C5),2.4,APS,1999/9/1,2005/12/1,Ruville,张紧器,078109479E,55492,正时系
奥迪 (一汽奥迪),A6L (C5),2.4,BDV,2002/6/1,2005/12/1,Ruville,张紧器,078109479E,55492,正时系
奥迪 (一汽奥迪),A6L (C5),2.8,BBG,2000/9/1,2005/7/1,Ruville,张紧器,078109479E,55492,正时系
奥迪 (一汽奥迪),A6 (C5),2.8,ATX,1999/9/1,2005/12/1,Ruville,张紧器,078109479E,55492,正时系
大众 (上海大众),帕萨特 (B5),2.8,BBG,2001/12/1,2006/12/1,Ruville,张紧器,078109479E,55492,正时系
奥迪 (一汽奥迪),A6L (C5),1.8,ANQ,2000/1/1,2005/12/1,Ruville,张紧器,06B109477,55493,正时系
奥迪 (一汽奥迪),A6 (C5),1.8 T,BGC,2006/7/1,2006/12/1,Ruville,张紧器,06B109477,55493,正时系
奥迪 (一汽奥迪),A6L (C5),1.8 T,AWL,2000/7/1,2005/12/1,Ruville,张紧器,06B109477,55493,正时系
大众 (上海大众),帕萨特 (B5),1.8,ANQ,2000/4/1,2003/2/1,Ruville,张紧器,06B109477,55493,正时系
大众 (一汽大众),宝来,1.6,/,2002/6/1,2004/10/1,Ruville,张紧器,06B109477,55493,正时系
大众 (一汽大众),捷达,1.6,/,1998/1/1,2002/1/1,Ruville,张紧器,06B109477,55493,正时系
大众 (一汽大众),宝来,1.8,BAF,2001/12/1,2006/12/1,Ruville,张紧器,06B109477,55493,正时系
大众 (一汽大众),宝来 HS,1.8,BAF,2006/10/1,2008/12/1,Ruville,张紧器,06B109477,55493,正时系
大众 (一汽大众),高尔夫,1.8,BAF,2003/7/1,2009/7/1,Ruville,张紧器,06B109477,55493,正时系
大众 (一汽大众),高尔夫,1.6,AWB,2003/8/1,2005/12/1,Ruville,张紧器,06B109477,55493,正时系
大众 (一汽大众),宝来,1.8 T,BAE,2001/12/1,2006/12/1,Ruville,张紧器,06B109477,55493,正时系
奥迪 (一汽奥迪),A6L (C5),1.8,ANQ,2000/1/1,2005/12/1,Ruville,张紧轮,06B109243B,55496,正时系
奥迪 (一汽奥迪),A4 (B6),1.8 T,BFB,2003/2/1,2005/7/1,Ruville,张紧轮,06B109243B,55496,正时系
奥迪 (一汽奥迪),A4 (B7),1.8 T,BKB,2005/7/1,2008/9/1,Ruville,张紧轮,06B109243B,55496,正时系
奥迪 (一汽奥迪),A6L (C5),1.8 T,AWL,2000/7/1,2005/12/1,Ruville,张紧轮,06B109243B,55496,正时系
大众 (上海大众),帕萨特 (B5),1.8 T,AWL,2001/1/1,2009/4/1,Ruville,张紧轮,06B109243B,55496,正时系
大众 (上海大众),帕萨特领驭 (B5),1.8 T,/,2005/11/1,2009/4/1,Ruville,张紧轮,06B109243E,55496,正时系
大众 (上海大众),途安,1.8 T,BPL,2005/5/1,-,Ruville,张紧轮,06B109243B,55496,正时系
大众 (一汽大众),速腾,1.8 T,BPL,2006/4/1,2008/4/1,Ruville,张紧轮,06B109243B,55496,正时系
奥迪 (一汽奥迪),A6L (C5),2.5 TDI,BND,2004/8/1,2005/12/1,Ruville,张紧器,059109479B,55498,正时系
日产 (东风日产),骏逸,1.8,MR18,2006/11/1,2010/1/1,Ruville,附件张紧器,11955 JD21A,55631,附件系
日产 (东风日产),逍客,2.0,MR20DE,2008/3/1,2010/12/1,Ruville,附件张紧器,11955 JD21A,55631,附件系
奥迪 (一汽奥迪),A6L (C5),2.5 TDI,BND,2004/8/1,2005/12/1,Ruville,惰轮,059903341A,55700,附件系
奥迪 (一汽奥迪),A6L (C6),2.7 TDI,CANA,2009/8/1,2011/12/1,Ruville,惰轮,059903341E,55700,附件系
奔驰 (北京奔驰),C-系列 (W204),2.5 (C230),M 272.921,2008/5/1,2009/10/1,Ruville,惰轮,000 202 0019,55700,附件系
奔驰 (北京奔驰),E-系列 (W211),2.5 (E230),M 272.922,2005/11/1,-,Ruville,惰轮,000 202 0019,55700,附件系
奔驰 (北京奔驰),C-系列 (W204),3.0 (C280),M 272.947,2008/3/1,2009/1/1,Ruville,惰轮,000 202 0019,55700,附件系
奔驰 (北京奔驰),E-系列 (W211),3.0 (E280),M 272.943,2005/11/1,-,Ruville,惰轮,000 202 0019,55700,附件系
奔驰 (北京奔驰),E-系列 (W211),3.5 (E350),M 272.964,2005/11/1,-,Ruville,惰轮,000 202 0019,55700,附件系
克莱斯勒 (北京奔驰),300C,2.7,EER,2006/10/1,2008/12/1,Ruville,惰轮,04593848AA,55700,附件系
克莱斯勒 (北京奔驰),300C,3.5,EGG,2006/10/1,2008/12/1,Ruville,惰轮,04593848AA,55700,附件系
奥迪 (一汽奥迪),A6L (C5),2.5 TDI,BND,2004/8/1,2005/12/1,Ruville,惰轮,059903341,55701,附件系
奥迪 (一汽奥迪),A6L (C5),2.5 TDI,BND,2004/8/1,2005/12/1,Ruville,张紧轮,059260523B,55702,附件系
奥迪 (一汽奥迪),A6L (C5),2.5 TDI,BND,2004/8/1,2005/12/1,Ruville,张紧轮,059109243J,55703,正时系
奥迪 (一汽奥迪),A6L (C5),2.5 TDI,BND,2004/8/1,2005/12/1,Ruville,惰轮,059109244B,55707,正时系
奥迪 (一汽奥迪),200,1.8 T,ANZ,1998/5/1,1999/9/1,Ruville,张紧器,058109479,55709,正时系
奥迪 (一汽奥迪),A6L (C5),2.5 TDI,BND,2004/8/1,2005/12/1,Ruville,张紧器,059109487C,55710,正时系
奥迪 (一汽奥迪),A4 (B6),2.4,BDV,2004/1/1,2005/7/1,Ruville,张紧器,078109487A,55711,正时系
奥迪 (一汽奥迪),A6L (C5),2.4,APS,1999/9/1,2005/12/1,Ruville,张紧器,078109487A,55711,正时系
奥迪 (一汽奥迪),A6L (C5),2.4,BDV,2002/6/1,2005/12/1,Ruville,张紧器,078109487A,55711,正时系
奥迪 (一汽奥迪),A6L (C5),2.8,BBG,2000/9/1,2005/7/1,Ruville,张紧器,078109487A,55711,正时系
奥迪 (一汽奥迪),A6 (C5),2.8,ATX,1999/9/1,2005/12/1,Ruville,张紧器,078109487A,55711,正时系
大众 (上海大众),帕萨特 (B5),2.8,BBG,2001/12/1,2006/12/1,Ruville,张紧器,078109487A,55711,正时系
奥迪 (一汽奥迪),A6L (C5),1.8,ANQ,2000/1/1,2005/12/1,Ruville,张紧器,06B109477A,55712,正时系
奥迪 (一汽奥迪),A4 (B6),1.8 T,BFB,2003/2/1,2005/7/1,Ruville,张紧器,06B109477A,55712,正时系
奥迪 (一汽奥迪),A4 (B7),1.8 T,BKB,2005/7/1,2008/9/1,Ruville,张紧器,06B109477A,55712,正时系
奥迪 (一汽奥迪),A6L (C5),1.8 T,AWL,2000/7/1,2005/12/1,Ruville,张紧器,06B109477A,55712,正时系
大众 (上海大众),帕萨特 (B5),1.8 T,AWL,2001/1/1,2009/4/1,Ruville,张紧器,06B109477A,55712,正时系
大众 (上海大众),帕萨特领驭 (B5),1.8 T,/,2005/11/1,2009/4/1,Ruville,张紧器,06B109477A,55712,正时系
大众 (上海大众),途安,1.8 T,BPL,2005/5/1,-,Ruville,张紧器,06B109477A,55712,正时系
大众 (一汽大众),速腾,1.8 T,BPL,2006/4/1,2008/4/1,Ruville,张紧器,06B109477A,55712,正时系
大众 (一汽大众),宝来,1.6,/,2002/6/1,2004/10/1,Ruville,附件张紧器,038903315F,55716,附件系
大众 (一汽大众),宝来,1.6,BJH,2004/10/1,2006/9/1,Ruville,附件张紧器,038903315F,55716,附件系
大众 (一汽大众),高尔夫,1.6,BJH,2003/8/1,2005/1/1,Ruville,附件张紧器,038903315F,55716,附件系
大众 (一汽大众),宝来,1.8,BAF,2001/12/1,2006/12/1,Ruville,附件张紧器,038903315F,55716,附件系
大众 (一汽大众),高尔夫,1.8,BAF,2003/7/1,2009/7/1,Ruville,附件张紧器,038903315F,55716,附件系
大众 (一汽大众),高尔夫,1.6,AWB,2003/8/1,2005/12/1,Ruville,附件张紧器,038903315F,55716,附件系
大众 (一汽大众),宝来,1.8 T,BAE,2001/12/1,2006/12/1,Ruville,附件张紧器,038903315F,55716,附件系
大众 (一汽大众),宝来,1.9 TDI,ATD,2004/3/1,2006/12/1,Ruville,附件张紧器,038903315F,55716,附件系
大众 (一汽大众),高尔夫,1.9 TDI,AGR,2001/5/1,-,Ruville,附件张紧器,038903315F,55716,附件系
大众 (一汽大众),高尔夫,2.0,APK,2003/8/1,2005/12/1,Ruville,附件张紧器,038903315F,55716,附件系
奥迪 (一汽奥迪),200,2.4,AFM,1998/9/1,1999/9/1,Ruville,附件张紧器,078903133T,55717,附件系
奥迪 (一汽奥迪),A4 (B6),2.4,BDV,2004/1/1,2005/7/1,Ruville,附件张紧器,078903133AB,55717,附件系
奥迪 (一汽奥迪),A6L (C5),2.4,APS,1999/9/1,2005/12/1,Ruville,附件张紧器,078903133AB,55717,附件系
奥迪 (一汽奥迪),A6L (C5),2.4,BDV,2002/6/1,2005/12/1,Ruville,附件张紧器,078903133AB,55717,附件系
奥迪 (一汽奥迪),200,2.6,ACZ,1995/11/1,1999/9/1,Ruville,附件张紧器,078903133T,55717,附件系
奥迪 (一汽奥迪),A6L (C5),2.8,BBG,2000/9/1,2005/7/1,Ruville,附件张紧器,078903133AB,55717,附件系
奥迪 (一汽奥迪),A6 (C5),2.8,ATX,1999/9/1,2005/12/1,Ruville,附件张紧器,078903133AB,55717,附件系
大众 (上海大众),帕萨特 (B5),2.8,BBG,2001/12/1,2006/12/1,Ruville,附件张紧器,078903133AB,55717,附件系
奥迪 (一汽奥迪),A6L (C5),1.8,ANQ,2000/1/1,2005/12/1,Ruville,惰轮,06B109244,55730,正时系
奥迪 (一汽奥迪),A4 (B6),1.8 T,BFB,2003/2/1,2005/7/1,Ruville,惰轮,06B109244,55730,正时系
奥迪 (一汽奥迪),A4 (B7),1.8 T,BKB,2005/7/1,2008/9/1,Ruville,惰轮,06B109244,55730,正时系
奥迪 (一汽奥迪),A6 (C5),1.8 T,BGC,2006/7/1,2006/12/1,Ruville,惰轮,06B109244,55730,正时系
奥迪 (一汽奥迪),A6L (C5),1.8 T,AWL,2000/7/1,2005/12/1,Ruville,惰轮,06B109244,55730,正时系
奥迪 (一汽奥迪),A4 (B7),2.0 T,BGB,2005/7/1,2008/9/1,Ruville,惰轮,06B109244,55730,正时系
大众 (上海大众),帕萨特 (B5),1.8,ANQ,2000/4/1,2003/2/1,Ruville,惰轮,06B109244,55730,正时系
大众 (上海大众),帕萨特领驭 (B5),1.8,/,2009/1/1,-,Ruville,惰轮,06B109244,55730,正时系
大众 (上海大众),帕萨特 (B5),1.8 T,AWL,2001/1/1,2009/4/1,Ruville,惰轮,06B109244,55730,正时系
大众 (上海大众),帕萨特领驭 (B5),1.8 T,/,2005/11/1,2009/4/1,Ruville,惰轮,06B109244,55730,正时系
大众 (上海大众),途安,1.8 T,BPL,2005/5/1,-,Ruville,惰轮,06B109244,55730,正时系
大众 (一汽大众),宝来,1.6,/,2002/6/1,2004/10/1,Ruville,惰轮,06B109244,55730,正时系
大众 (一汽大众),捷达,1.6,/,1998/1/1,2002/1/1,Ruville,惰轮,06B109244,55730,正时系
大众 (一汽大众),宝来,1.8,BAF,2001/12/1,2006/12/1,Ruville,惰轮,06B109244,55730,正时系
大众 (一汽大众),宝来 HS,1.8,BAF,2006/10/1,2008/12/1,Ruville,惰轮,06B109244,55730,正时系
大众 (一汽大众),高尔夫,1.8,BAF,2003/7/1,2009/7/1,Ruville,惰轮,06B109244,55730,正时系
大众 (一汽大众),高尔夫,1.6,AWB,2003/8/1,2005/12/1,Ruville,惰轮,06B109244,55730,正时系
大众 (一汽大众),宝来,1.8 T,BAE,2001/12/1,2006/12/1,Ruville,惰轮,06B109244,55730,正时系
大众 (一汽大众),速腾,1.8 T,BPL,2006/4/1,2008/4/1,Ruville,惰轮,06B109244,55730,正时系
大众 (一汽大众),捷达,1.9 TDI,ALH,1998/8/1,2000/4/1,Ruville,附件张紧器,038903315K,55731,附件系
奥迪 (一汽奥迪),A4 (B6),3.0,BBJ,2003/2/1,2005/7/1,Ruville,张紧器,06C109479A,55732,正时系
奥迪 (一汽奥迪),A4 (B7),3.0,BBJ,2005/7/1,2008/9/1,Ruville,张紧器,06C109479A,55732,正时系
奥迪 (一汽奥迪),A6L (C6),3.0,BBJ,2005/3/1,2006/12/1,Ruville,张紧器,06C109479A,55732,正时系
大众 (上海大众),帕萨特 (B5),1.9 D,/,2008/1/1,2009/4/1,Ruville,惰轮,038109244J,55735,正时系
大众 (一汽大众),宝来,1.9 TDI,ATD,2004/3/1,2006/12/1,Ruville,惰轮,038109244J,55735,正时系
大众 (一汽大众),高尔夫,1.9 TDI,AGR,2001/5/1,-,Ruville,惰轮,038109244J,55735,正时系
大众 (一汽大众),开迪,2.0,/,2005/3/1,2007/12/1,Ruville,惰轮,038109244J,55735,正时系
大众 (上海大众),帕萨特 (B5),1.9 D,/,2008/1/1,2009/4/1,Ruville,张紧轮,038109243M,55739,正时系
大众 (一汽大众),宝来,1.9 TDI,ATD,2004/3/1,2006/12/1,Ruville,张紧轮,038109243M,55739,正时系
大众 (一汽大众),高尔夫,1.9 TDI,AGR,2001/5/1,-,Ruville,张紧轮,038109243M,55739,正时系
大众 (一汽大众),开迪,2.0,/,2005/3/1,2007/12/1,Ruville,张紧轮,038109243M,55739,正时系
奥迪 (一汽奥迪),A6L (C5),2.5 TDI,BND,2004/8/1,2005/12/1,Ruville,张紧轮,059145276,55740,附件系
奥迪 (一汽奥迪),A6L (C5),2.5 TDI,BND,2004/8/1,2005/12/1,Ruville,张紧轮,059109243L,55741,正时系
奥迪 (一汽奥迪),A4 (B6),3.0,BBJ,2003/2/1,2005/7/1,Ruville,张紧轮,06C109485A,55742,正时系
奥迪 (一汽奥迪),A4 (B7),3.0,BBJ,2005/7/1,2008/9/1,Ruville,张紧轮,06C109485A,55742,正时系
奥迪 (一汽奥迪),A6L (C6),3.0,BBJ,2005/3/1,2006/12/1,Ruville,张紧轮,06C109485A,55742,正时系
奥迪 (一汽奥迪),A4 (B6),3.0,BBJ,2003/2/1,2005/7/1,Ruville,惰轮,06C109244C,55744,正时系
奥迪 (一汽奥迪),A4 (B7),3.0,BBJ,2005/7/1,2008/9/1,Ruville,惰轮,06C109244C,55744,正时系
奥迪 (一汽奥迪),A6L (C6),3.0,BBJ,2005/3/1,2006/12/1,Ruville,惰轮,06C109244C,55744,正时系
奥迪 (一汽奥迪),A4 (B6),3.0,BBJ,2003/2/1,2005/7/1,Ruville,附件张紧器,06C903133B,55745,附件系
奥迪 (一汽奥迪),A4 (B7),3.0,BBJ,2005/7/1,2008/9/1,Ruville,附件张紧器,06C903133B,55745,附件系
奥迪 (一汽奥迪),A4 (B6),1.8 T,BFB,2003/2/1,2005/7/1,Ruville,附件张紧器,06B903133,55751,附件系
奥迪 (一汽奥迪),A4 (B7),1.8 T,BKB,2005/7/1,2008/9/1,Ruville,附件张紧器,06B903133,55751,附件系
奥迪 (一汽奥迪),A6L (C6),2.0 FSI,BPJ,2005/9/1,-,Ruville,附件张紧器,06B903133,55751,附件系
奥迪 (一汽奥迪),A4 (B7),2.0 T,BGB,2005/7/1,2008/9/1,Ruville,附件张紧器,06B903133,55751,附件系
奥迪 (一汽奥迪),A6L (C6),2.0 T,BWE,-,-,Ruville,附件张紧器,06B903133E,55751,附件系
大众 (一汽大众),捷达,1.6,/,1998/1/1,2002/1/1,Ruville,张紧轮,06B109243,55765,正时系
奥迪 (一汽奥迪),A6L (C5),2.5 TDI,BND,2004/8/1,2005/12/1,Ruville,张紧器,059145284B,55768,附件系
奥迪 (一汽奥迪),A6L (C6),2.0 FSI,BPJ,2005/9/1,-,Ruville,张紧轮,06D109243B,55772,正时系
奥迪 (一汽奥迪),A4 (B7),2.0 T,BGB,2005/7/1,2008/9/1,Ruville,张紧轮,06D109243B,55772,正时系
奥迪 (一汽奥迪),A6L (C6),2.0 FSI,BPJ,2005/9/1,-,Ruville,惰轮,06D109244D,55773,正时系
奥迪 (一汽奥迪),A4 (B7),2.0 T,BGB,2005/7/1,2008/9/1,Ruville,惰轮,06D109244D,55773,正时系
大众 (一汽大众),开迪,2.0,/,2005/3/1,2007/12/1,Ruville,附件张紧器,03G903315A,55777,附件系
大众 (上海大众),朗逸,1.4 TSI,CFB,2010/3/1,-,Ruville,附件张紧器,03C145299Q,55778,附件系
大众 (一汽大众),高尔夫,1.6,/,2009/8/1,-,Ruville,附件张紧器,1JD145299,55778,附件系
大众 (一汽大众),高尔夫,1.4 TSI,CFB,2009/8/1,-,Ruville,附件张紧器,1JD145299,55778,附件系
大众 (一汽大众),速腾,1.4 TSI,CFB,2009/9/1,-,Ruville,附件张紧器,03C145299Q,55778,附件系
斯柯达 (上海大众-斯柯达),昊锐,1.4 TSI,CFB,2010/4/1,-,Ruville,附件张紧器,03C145299AB,55778,附件系
斯柯达 (上海大众-斯柯达),明锐,1.4 TSI,CFB,2010/4/1,-,Ruville,附件张紧器,03C145299AB,55778,附件系
大众 (上海大众),朗逸,1.4 TSI,CFB,2010/3/1,-,Ruville,惰轮,6QD145276,55779,附件系
大众 (一汽大众),高尔夫,1.6,/,2009/8/1,-,Ruville,惰轮,6QD145276,55779,附件系
大众 (一汽大众),高尔夫,1.4 TSI,CFB,2009/8/1,-,Ruville,惰轮,6QD145276,55779,附件系
大众 (一汽大众),速腾,1.4 TSI,CFB,2009/9/1,-,Ruville,惰轮,6QD145276,55779,附件系
斯柯达 (上海大众-斯柯达),昊锐,1.4 TSI,CFB,2010/4/1,-,Ruville,惰轮,6QD145276,55779,附件系
斯柯达 (上海大众-斯柯达),明锐,1.4 TSI,CFB,2010/4/1,-,Ruville,惰轮,6QD145276,55779,附件系
奥迪 (一汽奥迪),A6L (C6),2.7 TDI,CANA,2009/8/1,2011/12/1,Ruville,惰轮,059903341G,55787,附件系
大众 (上海大众),高尔,1.6,BHJ,2003/12/1,2005/2/1,Ruville,附件张紧器,377145299,55791,附件系
大众 (上海大众),高尔,1.6,BHJ,2003/12/1,2005/2/1,Ruville,附件张紧器,377260299,55792,附件系
菲亚特 (南京菲亚特),派力奥,1.3,188 A4.000,2002/1/1,-,Ruville,张紧轮,/,55801,正时系
菲亚特 (南京菲亚特),派力奥,1.3,188 A5.000,2002/1/1,-,Ruville,张紧轮,71740977,55801,正时系
菲亚特 (南京菲亚特),派力奥,1.3,188 A5.000,2002/1/1,-,Ruville,张紧轮,/,55801,正时系
菲亚特 (南京菲亚特),西耶那,1.3,188 A4.000,2003/1/1,-,Ruville,张紧轮,/,55801,正时系
菲亚特 (南京菲亚特),西耶那,1.3,188 A5.000,2003/1/1,-,Ruville,张紧轮,/,55801,正时系
菲亚特 (南京菲亚特),派力奥,1.3,188 A5.000,2002/1/1,-,Ruville,惰轮,46756937,55889,附件系
标致 (东风标致雪铁龙),307,1.6,TU5JP4,2004/8/1,-,Ruville,惰轮,0830.61,55907,正时系
雪铁龙 (东风标致雪铁龙),爱丽舍,1.6,TU5JP4,2002/6/1,2008/4/1,Ruville,惰轮,0830.20,55907,正时系
雪铁龙 (东风标致雪铁龙),富康,1.6 16V,TU5JP4,2002/6/1,-,Ruville,惰轮,0830.20,55907,正时系
雪铁龙 (东风标致雪铁龙),富康,1.4,TU3MC2,1992/2/1,2005/12/1,Ruville,张紧轮,6453.S5,55920,附件系
雪铁龙 (东风标致雪铁龙),富康,1.4,/,2002/2/1,2005/12/1,Ruville,张紧轮,6453.S5,55920,附件系
雪铁龙 (东风标致雪铁龙),富康,1.4,/,1992/2/1,2001/8/1,Ruville,张紧轮,6453.S5,55920,附件系
雪铁龙 (东风标致雪铁龙),爱丽舍,1.6,TU5JPK,2002/6/1,2008/4/1,Ruville,张紧轮,6453.S5,55920,附件系
雪铁龙 (东风标致雪铁龙),爱丽舍,1.6,TU5JP4,2002/6/1,2008/4/1,Ruville,张紧轮,6453.S5,55920,附件系
雪铁龙 (东风标致雪铁龙),富康,1.6,TU5JPK,1997/2/1,2005/12/1,Ruville,张紧轮,6453.S5,55920,附件系
雪铁龙 (东风标致雪铁龙),富康,1.6 16V,TU5JP4,2002/6/1,-,Ruville,张紧轮,6453.S5,55920,附件系
雪铁龙 (东风标致雪铁龙),C5,3.0,/,2010/1/1,-,Ruville,张紧器,5751.41,55929,附件系
雪铁龙 (东风标致雪铁龙),C5,3.0,/,2010/1/1,-,Ruville,张紧器,5751.A9,55930,附件系
标致 (东风标致雪铁龙),307,1.6,TU5JP4,2004/8/1,-,Ruville,张紧轮,0829.C7,55943,正时系
雪铁龙 (东风标致雪铁龙),爱丽舍,1.6,TU5JP4,2002/6/1,2008/4/1,Ruville,张紧轮,0829.82,55943,正时系
雪铁龙 (东风标致雪铁龙),富康,1.6 16V,TU5JP4,2002/6/1,-,Ruville,张紧轮,0829.82,55943,正时系
标致 (东风标致雪铁龙),307,2.0,EW10J4,2004/8/1,2006/5/1,Ruville,张紧轮,0829.96,55949,正时系
雪铁龙 (东风标致雪铁龙),赛纳,2.0,EW10J4,2003/5/1,2005/12/1,Ruville,张紧轮,0829.92,55949,正时系
雪铁龙 (东风标致雪铁龙),赛纳毕加索,2.0,EW10J4,2002/1/1,2004/12/1,Ruville,张紧轮,0829.96,55949,正时系
标致 (东风标致雪铁龙),307,2.0,EW10J4,2004/8/1,2006/5/1,Ruville,惰轮,0830.42,55950,正时系
雪铁龙 (东风标致雪铁龙),C5,2.0,EW10A,2009/1/1,-,Ruville,惰轮,0830.42,55950,正时系
雪铁龙 (东风标致雪铁龙),凯旋,2.0,EW10A,2006/5/1,-,Ruville,惰轮,0830.42,55950,正时系
雪铁龙 (东风标致雪铁龙),赛纳,2.0,EW10J4,2003/5/1,2005/12/1,Ruville,惰轮,0830.42,55950,正时系
雪铁龙 (东风标致雪铁龙),赛纳毕加索,2.0,EW10J4,2002/1/1,2004/12/1,Ruville,惰轮,0830.42,55950,正时系
标致 (东风标致雪铁龙),307,2.0,EW10J4,2004/8/1,2006/5/1,Ruville,附件张紧器,5751.61,55951,附件系
雪铁龙 (东风标致雪铁龙),C5,2.0,EW10A,2009/1/1,-,Ruville,附件张紧器,5751.61,55951,附件系
雪铁龙 (东风标致雪铁龙),赛纳,2.0,EW10J4,2003/5/1,2005/12/1,Ruville,附件张紧器,5751.61,55951,附件系
雪铁龙 (东风标致雪铁龙),赛纳毕加索,2.0,EW10J4,2002/1/1,2004/12/1,Ruville,附件张紧器,5751.61,55951,附件系
标致 (东风标致雪铁龙),307,2.0,EW10J4,2004/8/1,2006/5/1,Ruville,惰轮,5751.60,55952,附件系
标致 (东风标致雪铁龙),408,2.0,EW10A,2010/1/1,-,Ruville,惰轮,5751.J0,55952,附件系
雪铁龙 (东风标致雪铁龙),赛纳,2.0,EW10J4,2003/5/1,2005/12/1,Ruville,惰轮,5751.60,55952,附件系
雪铁龙 (东风标致雪铁龙),赛纳毕加索,2.0,EW10J4,2002/1/1,2004/12/1,Ruville,惰轮,5751.60,55952,附件系
雪铁龙 (东风标致雪铁龙),世嘉,2.0,EW10A,2008/10/1,-,Ruville,惰轮,5751.60,55952,附件系
雪铁龙 (东风标致雪铁龙),世嘉,2.0,EW10A,2008/10/1,-,Ruville,惰轮,5751.J0,55952,附件系
雪铁龙 (东风标致雪铁龙),赛纳毕加索,1.6 8V,TU5JPL4,2002/6/1,-,Ruville,附件张紧器,5751.52,55960,附件系
雪铁龙 (东风标致雪铁龙),赛纳毕加索,1.6 8V,TU5JPL4,2002/6/1,-,Ruville,惰轮,5751.51,55961,附件系
标致 (东风标致雪铁龙),206,1.4,TU3AF,2006/7/1,2009/2/1,Ruville,惰轮,5751.C9,55962,附件系
标致 (东风标致雪铁龙),206,1.6,TU5JP4,2006/1/1,2009/2/1,Ruville,惰轮,5751.C9,55962,附件系
标致 (东风标致雪铁龙),408,1.6,TU5JP4,2010/1/1,-,Ruville,惰轮,5751.G3,55962,附件系
雪铁龙 (东风标致雪铁龙),世嘉,1.6,N6A,2008/10/1,-,Ruville,惰轮,5751.G3,55962,附件系
标致 (东风标致雪铁龙),307,2.0,EW10A,2006/5/1,-,Ruville,张紧轮,0829.A9,55977,正时系
标致 (东风标致雪铁龙),408,2.0,EW10A,2010/1/1,-,Ruville,张紧轮,0816.G4,55977,正时系
雪铁龙 (东风标致雪铁龙),C5,2.3,/,2010/1/1,-,Ruville,张紧轮,9653137180,55977,正时系
雪铁龙 (东风标致雪铁龙),C5,2.0,EW10A,2009/1/1,-,Ruville,张紧轮,0829.A9,55977,正时系
雪铁龙 (东风标致雪铁龙),凯旋,2.0,EW10A,2006/5/1,-,Ruville,张紧轮,0829.A9,55977,正时系
